"Scaffold"	"Start"	"End"	"Prop_TEs"
"Ca_s3__1A"	28800001	28900000	0.36607
"Ca_s3__1A"	28900001	29000000	0.34416
"Ca_s3__1A"	29000001	29100000	0.34034
"Ca_s3__1A"	29100001	29200000	0.26089
"Ca_s3__1A"	29200001	29300000	0.27137
"Ca_s3__1A"	29300001	29400000	0.3223
"Ca_s3__1A"	29400001	29500000	0.2406
"Ca_s3__1A"	29500001	29600000	0.30139
"Ca_s3__1A"	29600001	29700000	0.34173
"Ca_s3__1A"	29700001	29800000	0.3575
"Ca_s3__1A"	29800001	29900000	0.34062
"Ca_s3__1A"	29900001	30000000	0.25764
"Ca_s3__1A"	30000001	30100000	0.22189
"Ca_s3__1A"	30100001	30200000	0.3047
"Ca_s3__1A"	30200001	30300000	0.17982
"Ca_s3__1A"	30300001	30400000	0.35015
"Ca_s3__1A"	30400001	30500000	0.3271
"Ca_s3__1A"	30500001	30600000	0.2455
"Ca_s3__1A"	30600001	30700000	0.22323
"Ca_s3__1A"	30700001	30800000	0.24711
"Ca_s3__1A"	30800001	30900000	0.23138
"Ca_s3__1A"	30900001	31000000	0.16578
"Ca_s3__1A"	31000001	31100000	0.19985
"Ca_s3__1A"	31100001	31200000	0.17633
"Ca_s3__1A"	31200001	31300000	0.16893
"Ca_s3__1A"	31300001	31400000	0.14221
"Ca_s3__1A"	31400001	31500000	0.14866
"Ca_s3__1A"	31500001	31600000	0.14407
"Ca_s3__1A"	31600001	31700000	0.19648
"Ca_s3__1A"	31700001	31800000	0.19656
"Ca_s3__1A"	31800001	31900000	0.13458
"Ca_s3__1A"	31900001	32000000	0.11699
"Ca_s3__1A"	32000001	32100000	0.20218
"Ca_s3__1A"	32100001	32200000	0.21246
"Ca_s3__1A"	32200001	32300000	0.23045
"Ca_s3__1A"	32300001	32400000	0.25413
"Ca_s3__1A"	32400001	32500000	0.23614
"Ca_s3__1A"	32500001	32600000	0.16128
"Ca_s3__1A"	32600001	32700000	0.28657
"Ca_s3__1A"	32700001	32800000	0.13629
"Ca_s3__1A"	32800001	32900000	0.07728
"Ca_s3__1A"	32900001	33000000	0.10871
"Ca_s3__1A"	33000001	33100000	0.11817
"Ca_s3__1A"	33100001	33200000	0.20395
"Ca_s3__1A"	33200001	33300000	0.15986
"Ca_s3__1A"	33300001	33400000	0.16208
"Ca_s3__1A"	33400001	33500000	0.17996
"Ca_s3__1A"	33500001	33600000	0.22546
"Ca_s3__1A"	33600001	33700000	0.16907
"Ca_s3__1A"	33700001	33800000	0.14768
"Ca_s3__1A"	33800001	33900000	0.13135
"Ca_s3__1A"	33900001	34000000	0.15476
"Ca_s3__1A"	34000001	34100000	0.16141
"Ca_s3__1A"	34100001	34200000	0.06832
"Ca_s3__1A"	34200001	34300000	0.14685
"Ca_s3__1A"	34300001	34400000	0.14324
"Ca_s3__1A"	34400001	34500000	0.12167
"Ca_s3__1A"	34500001	34600000	0.17616
"Ca_s3__1A"	34600001	34700000	0.13686
"Ca_s3__1A"	34700001	34800000	0.14949
"Ca_s3__1A"	34800001	34900000	0.20338
"Ca_s3__1A"	34900001	35000000	0.18778
"Ca_s3__1A"	35000001	35100000	0.15775
"Ca_s3__1A"	35100001	35200000	0.20921
"Ca_s3__1A"	35200001	35300000	0.18242
"Ca_s3__1A"	35300001	35400000	0.22229
"Ca_s3__1A"	35400001	35500000	0.1726
"Ca_s3__1A"	35500001	35600000	0.18126
"Ca_s3__1A"	35600001	35700000	0.18403
"Ca_s3__1A"	35700001	35800000	0.11558
"Ca_s3__1A"	35800001	35900000	0.20323
"Ca_s3__1A"	35900001	36000000	0.14733
"Ca_s3__1A"	36000001	36100000	0.15832
"Ca_s3__1A"	36100001	36200000	0.14346
"Ca_s3__1A"	36200001	36300000	0.10757
"Ca_s3__1A"	36300001	36400000	0.16276
"Ca_s3__1A"	36400001	36500000	0.14805
"Ca_s3__1A"	36500001	36600000	0.16761
"Ca_s3__1A"	36600001	36700000	0.26009
"Ca_s3__1A"	36700001	36800000	0.29564
"Ca_s3__1A"	36800001	36900000	0.19775
"Ca_s3__1A"	36900001	37000000	0.14288
"Ca_s3__1A"	37000001	37100000	0.20654
"Ca_s3__1A"	37100001	37200000	0.31033
"Ca_s3__1A"	37200001	37300000	0.25189
"Ca_s3__1A"	37300001	37400000	0.27028
"Ca_s3__1A"	37400001	37500000	0.22736
"Ca_s3__1A"	37500001	37600000	0.20407
"Ca_s3__1A"	37600001	37700000	0.19796
"Ca_s3__1A"	37700001	37800000	0.30607
"Ca_s3__1A"	37800001	37900000	0.24443
"Ca_s3__1A"	37900001	38000000	0.19123
"Ca_s3__1A"	38000001	38100000	0.16551
"Ca_s3__1A"	38100001	38200000	0.24313
"Ca_s3__1A"	38200001	38300000	0.20632
"Ca_s3__1A"	38300001	38400000	0.30755
"Ca_s3__1A"	38400001	38500000	0.25574
"Ca_s3__1A"	38500001	38600000	0.32277
"Ca_s3__1A"	38600001	38700000	0.28706
"Ca_s3__1A"	38700001	38800000	0.26739
"Ca_s3__1A"	38800001	38900000	0.22113
"Ca_s3__1A"	38900001	39000000	0.25221
"Ca_s3__1A"	39000001	39100000	0.28183
"Ca_s3__1A"	39100001	39200000	0.22367
"Ca_s3__1A"	39200001	39300000	0.17666
"Ca_s3__1A"	39300001	39400000	0.1605
"Ca_s3__1A"	39400001	39500000	0.15566
"Ca_s3__1A"	39500001	39600000	0.16522
"Ca_s3__1A"	39600001	39700000	0.13719
"Ca_s3__1A"	39700001	39800000	0.11057
"Ca_s3__1A"	39800001	39900000	0.14026
"Ca_s3__1A"	39900001	40000000	0.10948
"Ca_s3__1A"	40000001	40100000	0.13033
"Ca_s3__1A"	40100001	40200000	0.09681
"Ca_s3__1A"	40200001	40300000	0.10874
"Ca_s3__1A"	40300001	40400000	0.21862
"Ca_s3__1A"	40400001	40500000	0.16963
"Ca_s3__1A"	40500001	40600000	0.12757
"Ca_s3__1A"	40600001	40700000	0.14826
"Ca_s3__1A"	40700001	40800000	0.11203
"Ca_s3__1A"	40800001	40900000	0.09467
"Ca_s3__1A"	40900001	41000000	0.21847
"Ca_s3__1A"	41000001	41100000	0.09143
"Ca_s3__1A"	41100001	41200000	0.10314
"Ca_s3__1A"	41200001	41300000	0.13129
"Ca_s3__1A"	41300001	41400000	0.14633
"Ca_s3__1A"	41400001	41500000	0.1711
"Ca_s3__1A"	41500001	41600000	0.10764
"Ca_s3__1A"	41600001	41700000	0.1684
"Ca_s3__1A"	41700001	41800000	0.12175
"Ca_s3__1A"	41800001	41900000	0.12872
"Ca_s3__1A"	41900001	42000000	0.10323
"Ca_s3__1A"	42000001	42100000	0.16414
"Ca_s3__1A"	42100001	42200000	0.18468
"Ca_s3__1A"	42200001	42300000	0.17496
"Ca_s3__1A"	42300001	42400000	0.18926
"Ca_s3__1A"	42400001	42500000	0.28014
"Ca_s3__1A"	42500001	42600000	0.11993
"Ca_s3__1A"	42600001	42700000	0.19772
"Ca_s3__1A"	42700001	42800000	0.17691
"Ca_s3__1A"	42800001	42900000	0.27964
"Ca_s3__1A"	42900001	43000000	0.22403
"Ca_s3__1A"	43000001	43100000	0.23679
"Ca_s3__1A"	43100001	43200000	0.23866
"Ca_s3__1A"	43200001	43300000	0.23205
"Ca_s3__1A"	43300001	43400000	0.15637
"Ca_s3__1A"	43400001	43500000	0.2061
"Ca_s3__1A"	43500001	43600000	0.25298
"Ca_s3__1A"	43600001	43700000	0.24969
"Ca_s3__1A"	43700001	43800000	0.31214
"Ca_s3__1A"	43800001	43900000	0.30259
"Ca_s3__1A"	43900001	44000000	0.31594
"Ca_s3__1A"	44000001	44100000	0.22425
"Ca_s3__1A"	44100001	44200000	0.25536
"Ca_s3__1A"	44200001	44300000	0.29847
"Ca_s3__1A"	44300001	44400000	0.32033
"Ca_s3__1A"	44400001	44500000	0.19999
"Ca_s3__1A"	44500001	44600000	0.28217
"Ca_s3__1A"	44600001	44700000	0.25148
"Ca_s3__1A"	44700001	44800000	0.25497
"Ca_s3__1A"	44800001	44900000	0.13826
"Ca_s3__1A"	44900001	45000000	0.13289
"Ca_s3__1A"	45000001	45100000	0.19981
"Ca_s3__1A"	45100001	45200000	0.18102
"Ca_s3__1A"	45200001	45300000	0.18815
"Ca_s3__1A"	45300001	45400000	0.1815
"Ca_s3__1A"	45400001	45500000	0.18506
"Ca_s3__1A"	45500001	45600000	0.2069
"Ca_s3__1A"	45600001	45700000	0.3275
"Ca_s3__1A"	45700001	45800000	0.29151
"Ca_s3__1A"	45800001	45900000	0.26197
"Ca_s3__1A"	45900001	46000000	0.19839
"Ca_s3__1A"	46000001	46100000	0.2788
"Ca_s3__1A"	46100001	46200000	0.14972
"Ca_s3__1A"	46200001	46300000	0.17428
"Ca_s3__1A"	46300001	46400000	0.19706
"Ca_s3__1A"	46400001	46500000	0.15764
"Ca_s3__1A"	46500001	46600000	0.12022
"Ca_s3__1A"	46600001	46700000	0.12863
"Ca_s3__1A"	46700001	46800000	0.15321
"Ca_s3__1A"	46800001	46900000	0.13932
"Ca_s3__1A"	46900001	47000000	0.12347
"Ca_s3__1A"	47000001	47100000	0.10564
"Ca_s3__1A"	47100001	47200000	0.18533
"Ca_s3__1A"	47200001	47300000	0.20684
"Ca_s3__1A"	47300001	47400000	0.17947
"Ca_s3__1A"	47400001	47500000	0.22981
"Ca_s3__1A"	47500001	47600000	0.27004
"Ca_s3__1A"	47600001	47700000	0.2226
"Ca_s3__1A"	47700001	47800000	0.22652
"Ca_s3__1A"	47800001	47900000	0.28823
"Ca_s3__1A"	47900001	48000000	0.18548
"Ca_s3__1A"	48000001	48100000	0.28324
"Ca_s3__1A"	48100001	48200000	0.20387
"Ca_s3__1A"	48200001	48300000	0.22833
"Ca_s3__1A"	48300001	48400000	0.21914
"Ca_s3__1A"	48400001	48500000	0.24683
"Ca_s3__1A"	48500001	48600000	0.24156
"Ca_s3__1A"	48600001	48700000	0.25559
"Ca_s3__1A"	48700001	48800000	0.19745
"Ca_s3__1A"	48800001	48900000	0.20149
"Ca_s3__1A"	48900001	49000000	0.21241
"Ca_s3__1A"	49000001	49100000	0.18505
"Ca_s3__1A"	49100001	49200000	0.21853
"Ca_s3__1A"	49200001	49300000	0.22007
"Ca_s3__1A"	49300001	49400000	0.26681
"Ca_s3__1A"	49400001	49500000	0.25407
"Ca_s3__1A"	49500001	49600000	0.30468
"Ca_s3__1A"	49600001	49700000	0.29706
"Ca_s3__1A"	49700001	49800000	0.36966
"Ca_s3__1A"	49800001	49900000	0.27178
"Ca_s3__1A"	49900001	50000000	0.22122
"Ca_s3__1A"	50000001	50100000	0.23311
"Ca_s3__1A"	50100001	50200000	0.24925
"Ca_s3__1A"	50200001	50300000	0.21767
"Ca_s3__1A"	50300001	50400000	0.34838
"Ca_s3__1A"	50400001	50500000	0.38223
"Ca_s3__1A"	50500001	50600000	0.41739
"Ca_s3__1A"	50600001	50700000	0.4744
"Ca_s3__1A"	50700001	50800000	0.48468
"Ca_s3__1A"	50800001	50900000	0.37053
"Ca_s3__1A"	50900001	51000000	0.46597
"Ca_s3__1A"	51000001	51100000	0.41419
"Ca_s3__1A"	51100001	51200000	0.36305
"Ca_s3__1A"	51200001	51300000	0.3182
"Ca_s3__1A"	51300001	51400000	0.32034
"Ca_s3__1A"	51400001	51500000	0.33188
"Ca_s3__1A"	51500001	51600000	0.3146
"Ca_s3__1A"	51600001	51700000	0.23089
"Ca_s3__1A"	51700001	51800000	0.27878
"Ca_s3__1A"	51800001	51900000	0.22794
"Ca_s3__1A"	51900001	52000000	0.30039
"Ca_s3__1A"	52000001	52100000	0.45988
"Ca_s3__1A"	52100001	52200000	0.44237
"Ca_s3__1A"	52200001	52300000	0.49494
"Ca_s3__1A"	52300001	52400000	0.52822
"Ca_s3__1A"	52400001	52500000	0.55575
"Ca_s3__1A"	52500001	52600000	0.50499
"Ca_s3__1A"	52600001	52700000	0.48532
"Ca_s3__1A"	52700001	52800000	0.32158
"Ca_s3__1A"	52800001	52900000	0.52175
"Ca_s3__1A"	52900001	53000000	0.41008
"Ca_s3__1A"	53000001	53100000	0.43101
"Ca_s3__1A"	53100001	53200000	0.4301
"Ca_s3__1A"	53200001	53300000	0.40366
"Ca_s3__1A"	53300001	53400000	0.44861
"Ca_s3__1A"	53400001	53500000	0.46624
"Ca_s3__1A"	53500001	53600000	0.50625
"Ca_s3__1A"	53600001	53700000	0.5357
"Ca_s3__1A"	53700001	53800000	0.45817
"Ca_s3__1A"	53800001	53900000	0.36185
"Ca_s3__1A"	53900001	54000000	0.39088
"Ca_s3__1A"	54000001	54100000	0.35358
"Ca_s3__1A"	54100001	54200000	0.53928
"Ca_s3__1A"	54200001	54300000	0.59343
"Ca_s3__1A"	54300001	54400000	0.49333
"Ca_s3__1A"	54400001	54500000	0.37022
"Ca_s3__1A"	54500001	54600000	0.31949
"Ca_s3__1A"	54600001	54700000	0.4746
"Ca_s3__1A"	54700001	54800000	0.51629
"Ca_s3__1A"	54800001	54900000	0.606
"Ca_s3__1A"	54900001	55000000	0.5368
"Ca_s3__1A"	55000001	55100000	0.53121
"Ca_s3__1A"	55100001	55200000	0.51389
"Ca_s3__1A"	55200001	55300000	0.51292
"Ca_s3__1A"	55300001	55400000	0.51099
"Ca_s3__1A"	55400001	55500000	0.17193
"Ca_s3__1A"	55500001	55600000	0.30406
"Ca_s3__1A"	55600001	55700000	0.3997
"Ca_s3__1A"	55700001	55800000	0.38808
"Ca_s3__1A"	55800001	55900000	0.40344
"Ca_s3__1A"	55900001	56000000	0.39373
"Ca_s3__1A"	56000001	56100000	0.32387
"Ca_s3__1A"	56100001	56200000	0.37421
"Ca_s3__1A"	56200001	56300000	0.40192
"Ca_s3__1A"	56300001	56400000	0.40203
"Ca_s3__1A"	56400001	56500000	0.45608
"Ca_s3__1A"	56500001	56600000	0.34824
"Ca_s3__1A"	56600001	56700000	0.20394
"Ca_s3__1A"	56700001	56800000	0.29841
"Ca_s3__1A"	56800001	56900000	0.33854
"Ca_s3__1A"	56900001	57000000	0.35371
"Ca_s3__1A"	57000001	57100000	0.36361
"Ca_s3__1A"	57100001	57200000	0.42954
"Ca_s3__1A"	57200001	57300000	0.42709
"Ca_s3__1A"	57300001	57400000	0.36119
"Ca_s3__1A"	57400001	57500000	0.38506
"Ca_s3__1A"	57500001	57600000	0.36467
"Ca_s3__1A"	57600001	57700000	0.33598
"Ca_s3__1A"	57700001	57800000	0.30817
"Ca_s3__1A"	57800001	57900000	0.36388
"Ca_s3__1A"	57900001	58000000	0.38582
"Ca_s3__1A"	58000001	58100000	0.42131
"Ca_s3__1A"	58100001	58200000	0.432
"Ca_s3__1A"	58200001	58300000	0.36304
"Ca_s3__1A"	58300001	58400000	0.38415
"Ca_s3__1A"	58400001	58500000	0.37682
"Ca_s3__1A"	58500001	58600000	0.46916
"Ca_s3__1A"	58600001	58700000	0.28383
"Ca_s3__1A"	58700001	58800000	0.24675
"Ca_s3__1A"	58800001	58900000	0.31387
"Ca_s3__1A"	58900001	59000000	0.36131
"Ca_s3__1A"	59000001	59100000	0.27252
"Ca_s3__1A"	59100001	59200000	0.38647
"Ca_s3__1A"	59200001	59300000	0.4298
"Ca_s3__1A"	59300001	59400000	0.36537
"Ca_s3__1A"	59400001	59500000	0.44744
"Ca_s3__1A"	59500001	59600000	0.41735
"Ca_s3__1A"	59600001	59700000	0.39197
"Ca_s3__1A"	59700001	59800000	0.36409
"Ca_s3__1A"	59800001	59900000	0.19979
"Ca_s3__1A"	59900001	60000000	0.34958
"Ca_s3__1A"	60000001	60100000	0.43695
"Ca_s3__1A"	60100001	60200000	0.48165
"Ca_s3__1A"	60200001	60300000	0.26809
"Ca_s3__1A"	60300001	60400000	0.33006
"Ca_s3__1A"	60400001	60500000	0.28177
"Ca_s3__1A"	60500001	60600000	0.33394
"Ca_s3__1A"	60600001	60700000	0.3252
"Ca_s3__1A"	60700001	60800000	0.30105
"Ca_s3__1A"	60800001	60900000	0.46441
"Ca_s3__1A"	60900001	61000000	0.33924
"Ca_s3__1A"	61000001	61100000	0.27027
"Ca_s3__1A"	61100001	61200000	0.47577
"Ca_s3__1A"	61200001	61300000	0.41896
"Ca_s3__1A"	61300001	61400000	0.49115
"Ca_s3__1A"	61400001	61500000	0.40521
"Ca_s3__1A"	61500001	61600000	0.43164
"Ca_s3__1A"	61600001	61700000	0.44452
"Ca_s3__1A"	61700001	61800000	0.29803
"Ca_s3__1A"	61800001	61900000	0.38991
"Ca_s3__1A"	61900001	62000000	0.47039
"Ca_s3__1A"	62000001	62100000	0.45123
"Ca_s3__1A"	62100001	62200000	0.45748
"Ca_s3__1A"	62200001	62300000	0.35798
"Ca_s3__1A"	62300001	62400000	0.15144
"Ca_s3__1A"	62400001	62500000	0.32577
"Ca_s3__1A"	62500001	62600000	0.24306
"Ca_s3__1A"	62600001	62700000	0.35131
"Ca_s3__1A"	62700001	62800000	0.36676
"Ca_s3__1A"	62800001	62900000	0.34098
"Ca_s3__1A"	62900001	63000000	0.37223
"Ca_s3__1A"	63000001	63100000	0.44173
"Ca_s3__1A"	63100001	63200000	0.37696
"Ca_s3__1A"	63200001	63300000	0.51309
"Ca_s3__1A"	63300001	63400000	0.46715
"Ca_s3__1A"	63400001	63500000	0.43979
"Ca_s3__1A"	63500001	63600000	0.41152
"Ca_s3__1A"	63600001	63700000	0.54206
"Ca_s3__1A"	63700001	63800000	0.45962
"Ca_s3__1A"	63800001	63900000	0.36955
"Ca_s3__1A"	63900001	64000000	0.45734
"Ca_s3__1A"	64000001	64100000	0.4535
"Ca_s3__1A"	64100001	64200000	0.5393
"Ca_s3__1A"	64200001	64300000	0.44974
"Ca_s3__1A"	64300001	64400000	0.42484
"Ca_s3__1A"	64400001	64500000	0.36858
"Ca_s3__1A"	64500001	64600000	0.48718
"Ca_s3__1A"	64600001	64700000	0.49712
"Ca_s3__1A"	64700001	64800000	0.4898
"Ca_s3__1A"	64800001	64900000	0.47613
"Ca_s3__1A"	64900001	65000000	0.40771
"Ca_s3__1A"	65000001	65100000	0.38895
"Ca_s3__1A"	65100001	65200000	0.31852
"Ca_s3__1A"	65200001	65300000	0.32692
"Ca_s3__1A"	65300001	65400000	0.39943
"Ca_s3__1A"	65400001	65500000	0.39936
"Ca_s3__1A"	65500001	65600000	0.3477
"Ca_s3__1A"	65600001	65700000	0.22192
"Ca_s3__1A"	65700001	65800000	0.30299
"Ca_s3__1A"	65800001	65900000	0.24086
"Ca_s3__1A"	65900001	66000000	0.23716
"Ca_s3__1A"	66000001	66100000	0.14006
"Ca_s3__1A"	66100001	66200000	0.27806
"Ca_s3__1A"	66200001	66300000	0.33481
"Ca_s3__1A"	66300001	66400000	0.28223
"Ca_s3__1A"	66400001	66500000	0.24735
"Ca_s3__1A"	66500001	66600000	0.09304
"Ca_s3__1A"	66600001	66700000	0.15117
"Ca_s3__1A"	66700001	66800000	0.21333
"Ca_s3__1A"	66800001	66900000	0.13722
"Ca_s3__1A"	66900001	67000000	0.20535
"Ca_s3__1A"	67000001	67100000	0.17501
"Ca_s3__1A"	67100001	67200000	0.2887
"Ca_s3__1A"	67200001	67300000	0.26182
"Ca_s3__1A"	67300001	67400000	0.24364
"Ca_s3__1A"	67400001	67500000	0.21907
"Ca_s11__1B"	1	100000	0.27616
"Ca_s11__1B"	100001	200000	0.22802
"Ca_s11__1B"	200001	300000	0.23064
"Ca_s11__1B"	300001	400000	0.27974
"Ca_s11__1B"	400001	500000	0.32271
"Ca_s11__1B"	500001	600000	0.27286
"Ca_s11__1B"	600001	700000	0.45243
"Ca_s11__1B"	700001	800000	0.22815
"Ca_s11__1B"	800001	900000	0.21846
"Ca_s11__1B"	900001	1000000	0.24664
"Ca_s11__1B"	1000001	1100000	0.14218
"Ca_s11__1B"	1100001	1200000	0.19573
"Ca_s11__1B"	1200001	1300000	0.20606
"Ca_s11__1B"	1300001	1400000	0.2313
"Ca_s11__1B"	1400001	1500000	0.25387
"Ca_s11__1B"	1500001	1600000	0.17437
"Ca_s11__1B"	1600001	1700000	0.15564
"Ca_s11__1B"	1700001	1800000	0.2459
"Ca_s11__1B"	1800001	1900000	0.18634
"Ca_s11__1B"	1900001	2000000	0.1967
"Ca_s11__1B"	2000001	2100000	0.24737
"Ca_s11__1B"	2100001	2200000	0.20475
"Ca_s11__1B"	2200001	2300000	0.16867
"Ca_s11__1B"	2300001	2400000	0.18996
"Ca_s11__1B"	2400001	2500000	0.22562
"Ca_s11__1B"	2500001	2600000	0.20075
"Ca_s11__1B"	2600001	2700000	0.1419
"Ca_s11__1B"	2700001	2800000	0.16981
"Ca_s11__1B"	2800001	2900000	0.18675
"Ca_s11__1B"	2900001	3000000	0.19597
"Ca_s11__1B"	3000001	3100000	0.28376
"Ca_s11__1B"	3100001	3200000	0.24278
"Ca_s11__1B"	3200001	3300000	0.18936
"Ca_s11__1B"	3300001	3400000	0.19028
"Ca_s11__1B"	3400001	3500000	0.22521
"Ca_s11__1B"	3500001	3600000	0.2185
"Ca_s11__1B"	3600001	3700000	0.20924
"Ca_s11__1B"	3700001	3800000	0.20528
"Ca_s11__1B"	3800001	3900000	0.2338
"Ca_s11__1B"	3900001	4000000	0.25443
"Ca_s11__1B"	4000001	4100000	0.23769
"Ca_s11__1B"	4100001	4200000	0.24694
"Ca_s11__1B"	4200001	4300000	0.29265
"Ca_s11__1B"	4300001	4400000	0.23313
"Ca_s11__1B"	4400001	4500000	0.19277
"Ca_s11__1B"	4500001	4600000	0.22751
"Ca_s11__1B"	4600001	4700000	0.23864
"Ca_s11__1B"	4700001	4800000	0.13078
"Ca_s11__1B"	4800001	4900000	0.17971
"Ca_s11__1B"	4900001	5000000	0.13091
"Ca_s11__1B"	5000001	5100000	0.11568
"Ca_s11__1B"	5100001	5200000	0.18911
"Ca_s11__1B"	5200001	5300000	0.16773
"Ca_s11__1B"	5300001	5400000	0.22178
"Ca_s11__1B"	5400001	5500000	0.2248
"Ca_s11__1B"	5500001	5600000	0.17899
"Ca_s11__1B"	5600001	5700000	0.09319
"Ca_s11__1B"	5700001	5800000	0.16882
"Ca_s11__1B"	5800001	5900000	0.12983
"Ca_s11__1B"	5900001	6000000	0.1791
"Ca_s11__1B"	6000001	6100000	0.18446
"Ca_s11__1B"	6100001	6200000	0.28401
"Ca_s11__1B"	6200001	6300000	0.16178
"Ca_s11__1B"	6300001	6400000	0.15572
"Ca_s11__1B"	6400001	6500000	0.24102
"Ca_s11__1B"	6500001	6600000	0.20967
"Ca_s11__1B"	6600001	6700000	0.19714
"Ca_s11__1B"	6700001	6800000	0.29921
"Ca_s11__1B"	6800001	6900000	0.21688
"Ca_s11__1B"	6900001	7000000	0.1678
"Ca_s11__1B"	7000001	7100000	0.16154
"Ca_s11__1B"	7100001	7200000	0.26456
"Ca_s11__1B"	7200001	7300000	0.27316
"Ca_s11__1B"	7300001	7400000	0.29614
"Ca_s11__1B"	7400001	7500000	0.26529
"Ca_s11__1B"	7500001	7600000	0.22807
"Ca_s11__1B"	7600001	7700000	0.28048
"Ca_s11__1B"	7700001	7800000	0.31836
"Ca_s11__1B"	7800001	7900000	0.32878
"Ca_s11__1B"	7900001	8000000	0.25253
"Ca_s11__1B"	8000001	8100000	0.24107
"Ca_s11__1B"	8100001	8200000	0.24032
"Ca_s11__1B"	8200001	8300000	0.17212
"Ca_s11__1B"	8300001	8400000	0.19883
"Ca_s11__1B"	8400001	8500000	0.23561
"Ca_s11__1B"	8500001	8600000	0.25491
"Ca_s11__1B"	8600001	8700000	0.12972
"Ca_s11__1B"	8700001	8800000	0.26402
"Ca_s11__1B"	8800001	8900000	0.16508
"Ca_s11__1B"	8900001	9000000	0.2142
"Ca_s11__1B"	9000001	9100000	0.22522
"Ca_s11__1B"	9100001	9200000	0.23963
"Ca_s11__1B"	9200001	9300000	0.19877
"Ca_s11__1B"	9300001	9400000	0.3027
"Ca_s11__1B"	9400001	9500000	0.29099
"Ca_s11__1B"	9500001	9600000	0.27069
"Ca_s11__1B"	9600001	9700000	0.22021
"Ca_s11__1B"	9700001	9800000	0.25312
"Ca_s11__1B"	9800001	9900000	0.34897
"Ca_s11__1B"	9900001	10000000	0.29875
"Ca_s11__1B"	10000001	10100000	0.27489
"Ca_s11__1B"	10100001	10200000	0.30635
"Ca_s11__1B"	10200001	10300000	0.28666
"Ca_s11__1B"	10300001	10400000	0.31019
"Ca_s11__1B"	10400001	10500000	0.24726
"Ca_s11__1B"	10500001	10600000	0.26155
"Ca_s11__1B"	10600001	10700000	0.28214
"Ca_s11__1B"	10700001	10800000	0.22479
"Ca_s11__1B"	10800001	10900000	0.31691
"Ca_s11__1B"	10900001	11000000	0.32665
"Ca_s11__1B"	11000001	11100000	0.23619
"Ca_s11__1B"	11100001	11200000	0.19181
"Ca_s11__1B"	11200001	11300000	0.22631
"Ca_s11__1B"	11300001	11400000	0.28435
"Ca_s11__1B"	11400001	11500000	0.25285
"Ca_s11__1B"	11500001	11600000	0.31262
"Ca_s11__1B"	11600001	11700000	0.2405
"Ca_s11__1B"	11700001	11800000	0.30718
"Ca_s11__1B"	11800001	11900000	0.21004
"Ca_s11__1B"	11900001	12000000	0.27875
"Ca_s11__1B"	12000001	12100000	0.2229
"Ca_s11__1B"	12100001	12200000	0.25207
"Ca_s11__1B"	12200001	12300000	0.19207
"Ca_s11__1B"	12300001	12400000	0.25294
"Ca_s11__1B"	12400001	12500000	0.21894
"Ca_s11__1B"	12500001	12600000	0.23523
"Ca_s11__1B"	12600001	12700000	0.26064
"Ca_s11__1B"	12700001	12800000	0.3363
"Ca_s11__1B"	12800001	12900000	0.21716
"Ca_s11__1B"	12900001	13000000	0.32047
"Ca_s11__1B"	13000001	13100000	0.29209
"Ca_s11__1B"	13100001	13200000	0.31282
"Ca_s11__1B"	13200001	13300000	0.29562
"Ca_s11__1B"	13300001	13400000	0.29605
"Ca_s11__1B"	13400001	13500000	0.23019
"Ca_s11__1B"	13500001	13600000	0.26351
"Ca_s11__1B"	13600001	13700000	0.2645
"Ca_s11__1B"	13700001	13800000	0.23895
"Ca_s11__1B"	13800001	13900000	0.29596
"Ca_s11__1B"	13900001	14000000	0.25126
"Ca_s11__1B"	14000001	14100000	0.20592
"Ca_s11__1B"	14100001	14200000	0.18246
"Ca_s11__1B"	14200001	14300000	0.13655
"Ca_s11__1B"	14300001	14400000	0.15532
"Ca_s11__1B"	14400001	14500000	0.1804
"Ca_s11__1B"	14500001	14600000	0.24176
"Ca_s11__1B"	14600001	14700000	0.19406
"Ca_s11__1B"	14700001	14800000	0.19154
"Ca_s11__1B"	14800001	14900000	0.22609
"Ca_s11__1B"	14900001	15000000	0.19501
"Ca_s11__1B"	15000001	15100000	0.26601
"Ca_s11__1B"	15100001	15200000	0.2777
"Ca_s11__1B"	15200001	15300000	0.23316
"Ca_s11__1B"	15300001	15400000	0.22911
"Ca_s11__1B"	15400001	15500000	0.20853
"Ca_s11__1B"	15500001	15600000	0.20276
"Ca_s11__1B"	15600001	15700000	0.16048
"Ca_s11__1B"	15700001	15800000	0.17446
"Ca_s11__1B"	15800001	15900000	0.14392
"Ca_s11__1B"	15900001	16000000	0.23028
"Ca_s11__1B"	16000001	16100000	0.30207
"Ca_s11__1B"	16100001	16200000	0.18811
"Ca_s11__1B"	16200001	16300000	0.17974
"Ca_s11__1B"	16300001	16400000	0.17392
"Ca_s11__1B"	16400001	16500000	0.17897
"Ca_s11__1B"	16500001	16600000	0.16046
"Ca_s11__1B"	16600001	16700000	0.13103
"Ca_s11__1B"	16700001	16800000	0.08215
"Ca_s11__1B"	16800001	16900000	0.14108
"Ca_s11__1B"	16900001	17000000	0.08551
"Ca_s11__1B"	17000001	17100000	0.12844
"Ca_s11__1B"	17100001	17200000	0.1391
