"Scaffold"	"Start"	"End"	"Prop_CDS"
"Ca_s3__1A"	51200001	51300000	0.02178
"Ca_s3__1A"	51300001	51400000	0.0053
"Ca_s3__1A"	51400001	51500000	0.00753
"Ca_s3__1A"	51500001	51600000	0.00339
"Ca_s3__1A"	51600001	51700000	0
"Ca_s3__1A"	51700001	51800000	0
"Ca_s3__1A"	51800001	51900000	0.012
"Ca_s3__1A"	51900001	52000000	0.04051
"Ca_s3__1A"	52000001	52100000	0.01253
"Ca_s3__1A"	52100001	52200000	0.00969
"Ca_s3__1A"	52200001	52300000	0
"Ca_s3__1A"	52300001	52400000	0
"Ca_s3__1A"	52400001	52500000	0
"Ca_s3__1A"	52500001	52600000	0
"Ca_s3__1A"	52600001	52700000	0.00113
"Ca_s3__1A"	52700001	52800000	0.01463
"Ca_s3__1A"	52800001	52900000	0
"Ca_s3__1A"	52900001	53000000	0.00136
"Ca_s3__1A"	53000001	53100000	0.02343
"Ca_s3__1A"	53100001	53200000	0
"Ca_s3__1A"	53200001	53300000	0.00888
"Ca_s3__1A"	53300001	53400000	0.05409
"Ca_s3__1A"	53400001	53500000	0.03297
"Ca_s3__1A"	53500001	53600000	0.01644
"Ca_s3__1A"	53600001	53700000	0.00578
"Ca_s3__1A"	53700001	53800000	0.08743
"Ca_s3__1A"	53800001	53900000	0.01445
"Ca_s3__1A"	53900001	54000000	0
"Ca_s3__1A"	54000001	54100000	0
"Ca_s3__1A"	54100001	54200000	0
"Ca_s3__1A"	54200001	54300000	0.01178
"Ca_s3__1A"	54300001	54400000	0.00381
"Ca_s3__1A"	54400001	54500000	0.06964
"Ca_s3__1A"	54500001	54600000	0.02064
"Ca_s3__1A"	54600001	54700000	0.05591
"Ca_s3__1A"	54700001	54800000	0
"Ca_s3__1A"	54800001	54900000	0
"Ca_s3__1A"	54900001	55000000	0.00254
"Ca_s3__1A"	55000001	55100000	0
"Ca_s3__1A"	55100001	55200000	0
"Ca_s3__1A"	55200001	55300000	0.00591
"Ca_s3__1A"	55300001	55400000	0.00377
"Ca_s3__1A"	55400001	55500000	0.02256
"Ca_s3__1A"	55500001	55600000	0.03791
"Ca_s3__1A"	55600001	55700000	0.05533
"Ca_s3__1A"	55700001	55800000	0.02066
"Ca_s3__1A"	55800001	55900000	0.03579
"Ca_s3__1A"	55900001	56000000	0.00823
"Ca_s3__1A"	56000001	56100000	0
"Ca_s3__1A"	56100001	56200000	0.00426
"Ca_s3__1A"	56200001	56300000	0
"Ca_s3__1A"	56300001	56400000	0
"Ca_s3__1A"	56400001	56500000	0.00327
"Ca_s3__1A"	56500001	56600000	0.00667
"Ca_s3__1A"	56600001	56700000	0.00833
"Ca_s3__1A"	56700001	56800000	0.07806
"Ca_s3__1A"	56800001	56900000	0.01388
"Ca_s3__1A"	56900001	57000000	0.02729
"Ca_s3__1A"	57000001	57100000	0
"Ca_s3__1A"	57100001	57200000	0
"Ca_s3__1A"	57200001	57300000	0
"Ca_s3__1A"	57300001	57400000	0.01477
"Ca_s3__1A"	57400001	57500000	0
"Ca_s3__1A"	57500001	57600000	0
"Ca_s3__1A"	57600001	57700000	0.01921
"Ca_s3__1A"	57700001	57800000	0.01557
"Ca_s3__1A"	57800001	57900000	0
"Ca_s3__1A"	57900001	58000000	0.00077
"Ca_s3__1A"	58000001	58100000	0.01969
"Ca_s3__1A"	58100001	58200000	0
"Ca_s3__1A"	58200001	58300000	0.00499
"Ca_s3__1A"	58300001	58400000	0.00463
"Ca_s3__1A"	58400001	58500000	0.02268
"Ca_s3__1A"	58500001	58600000	0
"Ca_s3__1A"	58600001	58700000	0
"Ca_s3__1A"	58700001	58800000	0
"Ca_s3__1A"	58800001	58900000	0.00537
"Ca_s3__1A"	58900001	59000000	0.00652
"Ca_s3__1A"	59000001	59100000	0.00112
"Ca_s3__1A"	59100001	59200000	0.00139
"Ca_s3__1A"	59200001	59300000	0.00626
"Ca_s3__1A"	59300001	59400000	0.00063
"Ca_s3__1A"	59400001	59500000	0.01032
"Ca_s3__1A"	59500001	59600000	0
"Ca_s3__1A"	59600001	59700000	0.00585
"Ca_s3__1A"	59700001	59800000	0.01236
"Ca_s3__1A"	59800001	59900000	0.03344
"Ca_s3__1A"	59900001	60000000	0.0089
"Ca_s3__1A"	60000001	60100000	0
"Ca_s3__1A"	60100001	60200000	0.0012
"Ca_s3__1A"	60200001	60300000	0.00593
"Ca_s3__1A"	60300001	60400000	0
"Ca_s3__1A"	60400001	60500000	0
"Ca_s3__1A"	60500001	60600000	0.01587
"Ca_s3__1A"	60600001	60700000	0.0513
"Ca_s3__1A"	60700001	60800000	0.02299
"Ca_s3__1A"	60800001	60900000	0.01836
"Ca_s3__1A"	60900001	61000000	0.01191
"Ca_s3__1A"	61000001	61100000	0.01278
"Ca_s3__1A"	61100001	61200000	0.00406
"Ca_s3__1A"	61200001	61300000	0.0094
"Ca_s3__1A"	61300001	61400000	0.027
"Ca_s3__1A"	61400001	61500000	0.00989
"Ca_s3__1A"	61500001	61600000	0.01448
"Ca_s3__1A"	61600001	61700000	0.0194
"Ca_s3__1A"	61700001	61800000	0.02149
"Ca_s3__1A"	61800001	61900000	0
"Ca_s3__1A"	61900001	62000000	0
"Ca_s3__1A"	62000001	62100000	0
"Ca_s3__1A"	62100001	62200000	0
"Ca_s3__1A"	62200001	62300000	0
"Ca_s3__1A"	62300001	62400000	0.07588
"Ca_s3__1A"	62400001	62500000	0
"Ca_s3__1A"	62500001	62600000	0.06074
"Ca_s3__1A"	62600001	62700000	0.00306
"Ca_s3__1A"	62700001	62800000	0.03262
"Ca_s3__1A"	62800001	62900000	0.02197
"Ca_s3__1A"	62900001	63000000	0.00264
"Ca_s3__1A"	63000001	63100000	0.00336
"Ca_s3__1A"	63100001	63200000	0.00809
"Ca_s3__1A"	63200001	63300000	0
"Ca_s3__1A"	63300001	63400000	0
"Ca_s3__1A"	63400001	63500000	0.01601
"Ca_s3__1A"	63500001	63600000	0
"Ca_s3__1A"	63600001	63700000	0
"Ca_s3__1A"	63700001	63800000	0.00443
"Ca_s3__1A"	63800001	63900000	0.00764
"Ca_s3__1A"	63900001	64000000	0
"Ca_s3__1A"	64000001	64100000	0
"Ca_s3__1A"	64100001	64200000	0
"Ca_s3__1A"	64200001	64300000	0
"Ca_s3__1A"	64300001	64400000	0
"Ca_s3__1A"	64400001	64500000	0
"Ca_s3__1A"	64500001	64600000	0
"Ca_s3__1A"	64600001	64700000	0
"Ca_s3__1A"	64700001	64800000	0
"Ca_s3__1A"	64800001	64900000	0
"Ca_s3__1A"	64900001	65000000	0
"Ca_s3__1A"	65000001	65100000	0
"Ca_s3__1A"	65100001	65200000	0
"Ca_s3__1A"	65200001	65300000	0
"Ca_s3__1A"	65300001	65400000	0
"Ca_s3__1A"	65400001	65500000	0.00605
"Ca_s3__1A"	65500001	65600000	0
"Ca_s3__1A"	65600001	65700000	0
"Ca_s3__1A"	65700001	65800000	0
"Ca_s3__1A"	65800001	65900000	0
"Ca_s3__1A"	65900001	66000000	0
"Ca_s3__1A"	66000001	66100000	0.01013
"Ca_s3__1A"	66100001	66200000	0
"Ca_s3__1A"	66200001	66300000	0
"Ca_s3__1A"	66300001	66400000	0
"Ca_s3__1A"	66400001	66500000	0.04573
"Ca_s3__1A"	66500001	66600000	0.12986
"Ca_s3__1A"	66600001	66700000	0.04386
"Ca_s3__1A"	66700001	66800000	0
"Ca_s3__1A"	66800001	66900000	0
"Ca_s3__1A"	66900001	67000000	0
"Ca_s3__1A"	67000001	67100000	0
"Ca_s3__1A"	67100001	67200000	0
"Ca_s3__1A"	67200001	67300000	0
"Ca_s3__1A"	67300001	67400000	0
"Ca_s3__1A"	67400001	67500000	0
"Ca_s11__1B"	1	100000	0
"Ca_s11__1B"	100001	200000	0
"Ca_s11__1B"	200001	300000	0.01329
"Ca_s11__1B"	300001	400000	0
"Ca_s11__1B"	400001	500000	0
"Ca_s11__1B"	500001	600000	0.01182
"Ca_s11__1B"	600001	700000	0.00206
"Ca_s11__1B"	700001	800000	0.00229
"Ca_s11__1B"	800001	900000	0
"Ca_s11__1B"	900001	1000000	0
"Ca_s11__1B"	1000001	1100000	0
"Ca_s11__1B"	1100001	1200000	0
"Ca_s11__1B"	1200001	1300000	0.00517
"Ca_s11__1B"	1300001	1400000	0
"Ca_s11__1B"	1400001	1500000	0
"Ca_s11__1B"	1500001	1600000	0.01267
"Ca_s11__1B"	1600001	1700000	0.04579
"Ca_s11__1B"	1700001	1800000	0.02628
"Ca_s11__1B"	1800001	1900000	0.00339
"Ca_s11__1B"	1900001	2000000	0
"Ca_s11__1B"	2000001	2100000	0
"Ca_s11__1B"	2100001	2200000	0
"Ca_s11__1B"	2200001	2300000	0
"Ca_s11__1B"	2300001	2400000	0.00517
"Ca_s11__1B"	2400001	2500000	0
"Ca_s11__1B"	2500001	2600000	0
"Ca_s11__1B"	2600001	2700000	0
"Ca_s11__1B"	2700001	2800000	0
"Ca_s11__1B"	2800001	2900000	0
"Ca_s11__1B"	2900001	3000000	0
"Ca_s11__1B"	3000001	3100000	0
"Ca_s11__1B"	3100001	3200000	0
"Ca_s11__1B"	3200001	3300000	0
"Ca_s11__1B"	3300001	3400000	0
"Ca_s11__1B"	3400001	3500000	0
"Ca_s11__1B"	3500001	3600000	0
"Ca_s11__1B"	3600001	3700000	0
"Ca_s11__1B"	3700001	3800000	0
"Ca_s11__1B"	3800001	3900000	0
"Ca_s11__1B"	3900001	4000000	0.00586
"Ca_s11__1B"	4000001	4100000	0.00865
"Ca_s11__1B"	4100001	4200000	0
"Ca_s11__1B"	4200001	4300000	0
"Ca_s11__1B"	4300001	4400000	0
"Ca_s11__1B"	4400001	4500000	0
"Ca_s11__1B"	4500001	4600000	0
"Ca_s11__1B"	4600001	4700000	0
"Ca_s11__1B"	4700001	4800000	0
"Ca_s11__1B"	4800001	4900000	0
"Ca_s11__1B"	4900001	5000000	0
"Ca_s11__1B"	5000001	5100000	0
"Ca_s11__1B"	5100001	5200000	0.00235
"Ca_s11__1B"	5200001	5300000	0.04333
"Ca_s11__1B"	5300001	5400000	0
"Ca_s11__1B"	5400001	5500000	0
"Ca_s11__1B"	5500001	5600000	0
"Ca_s11__1B"	5600001	5700000	0.02928
"Ca_s11__1B"	5700001	5800000	0.00637
"Ca_s11__1B"	5800001	5900000	0
"Ca_s11__1B"	5900001	6000000	0
"Ca_s11__1B"	6000001	6100000	0
"Ca_s11__1B"	6100001	6200000	0
"Ca_s11__1B"	6200001	6300000	0
"Ca_s11__1B"	6300001	6400000	0.00341
"Ca_s11__1B"	6400001	6500000	0
"Ca_s11__1B"	6500001	6600000	0
"Ca_s11__1B"	6600001	6700000	0
"Ca_s11__1B"	6700001	6800000	0
"Ca_s11__1B"	6800001	6900000	0
"Ca_s11__1B"	6900001	7000000	0
"Ca_s11__1B"	7000001	7100000	0.0176
"Ca_s11__1B"	7100001	7200000	0.0026
"Ca_s11__1B"	7200001	7300000	0.00119
"Ca_s11__1B"	7300001	7400000	0
"Ca_s11__1B"	7400001	7500000	0
"Ca_s11__1B"	7500001	7600000	0
"Ca_s11__1B"	7600001	7700000	0
"Ca_s11__1B"	7700001	7800000	0
"Ca_s11__1B"	7800001	7900000	0.00864
"Ca_s11__1B"	7900001	8000000	0.03585
"Ca_s11__1B"	8000001	8100000	0.00239
"Ca_s11__1B"	8100001	8200000	0
"Ca_s11__1B"	8200001	8300000	0.03487
"Ca_s11__1B"	8300001	8400000	0
"Ca_s11__1B"	8400001	8500000	0
"Ca_s11__1B"	8500001	8600000	0
"Ca_s11__1B"	8600001	8700000	0.03101
"Ca_s11__1B"	8700001	8800000	0
"Ca_s11__1B"	8800001	8900000	0
"Ca_s11__1B"	8900001	9000000	0
"Ca_s11__1B"	9000001	9100000	0
"Ca_s11__1B"	9100001	9200000	0
"Ca_s11__1B"	9200001	9300000	0
"Ca_s11__1B"	9300001	9400000	0.01882
"Ca_s11__1B"	9400001	9500000	0
"Ca_s11__1B"	9500001	9600000	0.00677
"Ca_s11__1B"	9600001	9700000	0.0296
"Ca_s11__1B"	9700001	9800000	0
"Ca_s11__1B"	9800001	9900000	0
"Ca_s11__1B"	9900001	10000000	0
"Ca_s11__1B"	10000001	10100000	0
"Ca_s11__1B"	10100001	10200000	0
"Ca_s11__1B"	10200001	10300000	0
"Ca_s11__1B"	10300001	10400000	0
"Ca_s11__1B"	10400001	10500000	0.00408
"Ca_s11__1B"	10500001	10600000	0.01939
"Ca_s11__1B"	10600001	10700000	0
"Ca_s11__1B"	10700001	10800000	0
"Ca_s11__1B"	10800001	10900000	0
"Ca_s11__1B"	10900001	11000000	0
"Ca_s11__1B"	11000001	11100000	0.00484
"Ca_s11__1B"	11100001	11200000	0.0668
"Ca_s11__1B"	11200001	11300000	0.02534
"Ca_s11__1B"	11300001	11400000	0
"Ca_s11__1B"	11400001	11500000	0
"Ca_s11__1B"	11500001	11600000	0
"Ca_s11__1B"	11600001	11700000	0
"Ca_s11__1B"	11700001	11800000	0
"Ca_s11__1B"	11800001	11900000	0.00522
"Ca_s11__1B"	11900001	12000000	0.00984
"Ca_s11__1B"	12000001	12100000	0
"Ca_s11__1B"	12100001	12200000	0
"Ca_s11__1B"	12200001	12300000	0
"Ca_s11__1B"	12300001	12400000	0
"Ca_s11__1B"	12400001	12500000	0
"Ca_s11__1B"	12500001	12600000	0
"Ca_s11__1B"	12600001	12700000	0
"Ca_s11__1B"	12700001	12800000	0.00651
"Ca_s11__1B"	12800001	12900000	0.00187
"Ca_s11__1B"	12900001	13000000	0.00113
"Ca_s11__1B"	13000001	13100000	0
"Ca_s11__1B"	13100001	13200000	0
"Ca_s11__1B"	13200001	13300000	0
"Ca_s11__1B"	13300001	13400000	0
"Ca_s11__1B"	13400001	13500000	0
"Ca_s11__1B"	13500001	13600000	0
"Ca_s11__1B"	13600001	13700000	0
"Ca_s11__1B"	13700001	13800000	0
"Ca_s11__1B"	13800001	13900000	0
"Ca_s11__1B"	13900001	14000000	0
"Ca_s11__1B"	14000001	14100000	0.01857
"Ca_s11__1B"	14100001	14200000	0.01235
"Ca_s11__1B"	14200001	14300000	0
"Ca_s11__1B"	14300001	14400000	0
"Ca_s11__1B"	14400001	14500000	0.00567
"Ca_s11__1B"	14500001	14600000	0.00052
"Ca_s11__1B"	14600001	14700000	0.04324
"Ca_s11__1B"	14700001	14800000	0
"Ca_s11__1B"	14800001	14900000	0
"Ca_s11__1B"	14900001	15000000	0
"Ca_s11__1B"	15000001	15100000	0
"Ca_s11__1B"	15100001	15200000	0
"Ca_s11__1B"	15200001	15300000	0
"Ca_s11__1B"	15300001	15400000	0
"Ca_s11__1B"	15400001	15500000	0
"Ca_s11__1B"	15500001	15600000	0.07122
"Ca_s11__1B"	15600001	15700000	0.03181
"Ca_s11__1B"	15700001	15800000	0.03124
"Ca_s11__1B"	15800001	15900000	0.01143
"Ca_s11__1B"	15900001	16000000	0.00056
"Ca_s11__1B"	16000001	16100000	0.01532
"Ca_s11__1B"	16100001	16200000	0.03575
"Ca_s11__1B"	16200001	16300000	0
"Ca_s11__1B"	16300001	16400000	0.02466
"Ca_s11__1B"	16400001	16500000	0.0206
"Ca_s11__1B"	16500001	16600000	0.01277
"Ca_s11__1B"	16600001	16700000	0.07255
"Ca_s11__1B"	16700001	16800000	0.04384
"Ca_s11__1B"	16800001	16900000	0.04127
"Ca_s11__1B"	16900001	17000000	0.01677
"Ca_s11__1B"	17000001	17100000	0.02706
"Ca_s11__1B"	17100001	17200000	0.06728
"Ca_s11__1B"	17200001	17300000	0.17295
"Ca_s11__1B"	17300001	17400000	0.02995
"Ca_s11__1B"	17400001	17500000	0.03561
"Ca_s11__1B"	17500001	17600000	0
"Ca_s11__1B"	17600001	17700000	0
"Ca_s11__1B"	17700001	17800000	0
"Ca_s11__1B"	17800001	17900000	0.00589
"Ca_s11__1B"	17900001	18000000	0.02898
"Ca_s11__1B"	18000001	18100000	0
"Ca_s11__1B"	18100001	18200000	0
"Ca_s11__1B"	18200001	18300000	0
"Ca_s11__1B"	18300001	18400000	0
"Ca_s11__1B"	18400001	18500000	0.0036
"Ca_s11__1B"	18500001	18600000	0.00294
"Ca_s11__1B"	18600001	18700000	0.01936
"Ca_s11__1B"	18700001	18800000	0.10482
"Ca_s11__1B"	18800001	18900000	0.00084
"Ca_s11__1B"	18900001	19000000	0.0261
"Ca_s11__1B"	19000001	19100000	0.00433
"Ca_s11__1B"	19100001	19200000	0.02591
"Ca_s11__1B"	19200001	19300000	0.01624
"Ca_s11__1B"	19300001	19400000	0.02971
"Ca_s11__1B"	19400001	19500000	0.0282
"Ca_s11__1B"	19500001	19600000	0
"Ca_s11__1B"	19600001	19700000	0
"Ca_s11__1B"	19700001	19800000	0.02654
"Ca_s11__1B"	19800001	19900000	0.00061
"Ca_s11__1B"	19900001	20000000	0
"Ca_s11__1B"	20000001	20100000	0.01364
"Ca_s11__1B"	20100001	20200000	0.05629
"Ca_s11__1B"	20200001	20300000	0.06318
"Ca_s11__1B"	20300001	20400000	0.0191
"Ca_s11__1B"	20400001	20500000	0
"Ca_s11__1B"	20500001	20600000	0.0197
"Ca_s11__1B"	20600001	20700000	0.01248
"Ca_s11__1B"	20700001	20800000	0
"Ca_s11__1B"	20800001	20900000	0
"Ca_s11__1B"	20900001	21000000	0
"Ca_s11__1B"	21000001	21100000	0
"Ca_s11__1B"	21100001	21200000	0.00885
"Ca_s11__1B"	21200001	21300000	0.05127
"Ca_s11__1B"	21300001	21400000	0.02254
"Ca_s11__1B"	21400001	21500000	0.05067
"Ca_s11__1B"	21500001	21600000	0.02698
"Ca_s11__1B"	21600001	21700000	0.02417
"Ca_s11__1B"	21700001	21800000	0.02759
"Ca_s11__1B"	21800001	21900000	0.04692
"Ca_s11__1B"	21900001	22000000	0.01582
"Ca_s11__1B"	22000001	22100000	0.03515
"Ca_s11__1B"	22100001	22200000	0.045
"Ca_s11__1B"	22200001	22300000	0.01311
"Ca_s11__1B"	22300001	22400000	0
"Ca_s11__1B"	22400001	22500000	0.0241
"Ca_s11__1B"	22500001	22600000	0
"Ca_s11__1B"	22600001	22700000	0.03675
"Ca_s11__1B"	22700001	22800000	0.00766
"Ca_s11__1B"	22800001	22900000	0
"Ca_s11__1B"	22900001	23000000	0.0509
"Ca_s11__1B"	23000001	23100000	0.03611
"Ca_s11__1B"	23100001	23200000	0
"Ca_s11__1B"	23200001	23300000	0
"Ca_s11__1B"	23300001	23400000	0
"Ca_s11__1B"	23400001	23500000	0
"Ca_s11__1B"	23500001	23600000	0.02752
"Ca_s11__1B"	23600001	23700000	0.02034
"Ca_s11__1B"	23700001	23800000	0.00478
"Ca_s11__1B"	23800001	23900000	0.02554
"Ca_s11__1B"	23900001	24000000	0.00449
"Ca_s11__1B"	24000001	24100000	0.01798
"Ca_s11__1B"	24100001	24200000	0.01046
"Ca_s11__1B"	24200001	24300000	0
"Ca_s11__1B"	24300001	24400000	0
"Ca_s11__1B"	24400001	24500000	0
"Ca_s11__1B"	24500001	24600000	0
"Ca_s11__1B"	24600001	24700000	0.00271
"Ca_s11__1B"	24700001	24800000	0.0147
"Ca_s11__1B"	24800001	24900000	0.02638
"Ca_s11__1B"	24900001	25000000	0.07473
"Ca_s11__1B"	25000001	25100000	0.00949
"Ca_s11__1B"	25100001	25200000	0.04248
"Ca_s11__1B"	25200001	25300000	0
"Ca_s11__1B"	25300001	25400000	0.05321
"Ca_s11__1B"	25400001	25500000	0
"Ca_s11__1B"	25500001	25600000	0
"Ca_s11__1B"	25600001	25700000	0
"Ca_s11__1B"	25700001	25800000	0
"Ca_s11__1B"	25800001	25900000	0.0007
"Ca_s11__1B"	25900001	26000000	0.00585
"Ca_s11__1B"	26000001	26100000	0.00783
"Ca_s11__1B"	26100001	26200000	0.04114
"Ca_s11__1B"	26200001	26300000	0.03682
"Ca_s11__1B"	26300001	26400000	0.01268
"Ca_s11__1B"	26400001	26500000	0.01432
"Ca_s11__1B"	26500001	26600000	0.01919
"Ca_s11__1B"	26600001	26700000	0.02064
"Ca_s11__1B"	26700001	26800000	0.00997
"Ca_s11__1B"	26800001	26900000	0.03958
"Ca_s11__1B"	26900001	27000000	0.00682
"Ca_s11__1B"	27000001	27100000	0.00695
"Ca_s11__1B"	27100001	27200000	0
"Ca_s11__1B"	27200001	27300000	0
"Ca_s11__1B"	27300001	27400000	0.00335
"Ca_s11__1B"	27400001	27500000	0
"Ca_s11__1B"	27500001	27600000	0
"Ca_s11__1B"	27600001	27700000	0
"Ca_s11__1B"	27700001	27800000	0
"Ca_s11__1B"	27800001	27900000	0
"Ca_s11__1B"	27900001	28000000	0
"Ca_s11__1B"	28000001	28100000	0
"Ca_s11__1B"	28100001	28200000	0
"Ca_s11__1B"	28200001	28300000	0.00819
"Ca_s11__1B"	28300001	28400000	0.01667
"Ca_s11__1B"	28400001	28500000	0
"Ca_s11__1B"	28500001	28600000	0
"Ca_s11__1B"	28600001	28700000	0
"Ca_s11__1B"	28700001	28800000	0
"Ca_s11__1B"	28800001	28900000	0.00092
"Ca_s11__1B"	28900001	29000000	0.01662
"Ca_s11__1B"	29000001	29100000	0
"Ca_s11__1B"	29100001	29200000	0.03769
"Ca_s11__1B"	29200001	29300000	0.00621
"Ca_s11__1B"	29300001	29400000	0.0095
"Ca_s11__1B"	29400001	29500000	0.00887
"Ca_s11__1B"	29500001	29600000	0
"Ca_s11__1B"	29600001	29700000	0
"Ca_s11__1B"	29700001	29800000	0
"Ca_s11__1B"	29800001	29900000	0.00326
"Ca_s11__1B"	29900001	30000000	0
"Ca_s11__1B"	30000001	30100000	0
"Ca_s11__1B"	30100001	30200000	0
"Ca_s11__1B"	30200001	30300000	0
"Ca_s11__1B"	30300001	30400000	0
"Ca_s11__1B"	30400001	30500000	0
"Ca_s11__1B"	30500001	30600000	0
"Ca_s11__1B"	30600001	30700000	0
"Ca_s11__1B"	30700001	30800000	0
"Ca_s11__1B"	30800001	30900000	0
"Ca_s11__1B"	30900001	31000000	0
"Ca_s11__1B"	31000001	31100000	0
"Ca_s11__1B"	31100001	31200000	0
"Ca_s11__1B"	31200001	31300000	0
"Ca_s11__1B"	31300001	31400000	0
"Ca_s11__1B"	31400001	31500000	0.01142
"Ca_s11__1B"	31500001	31600000	0.00335
"Ca_s11__1B"	31600001	31700000	0.02281
"Ca_s11__1B"	31700001	31800000	0.03466
"Ca_s11__1B"	31800001	31900000	0.02257
"Ca_s11__1B"	31900001	32000000	0.04316
"Ca_s11__1B"	32000001	32100000	0.02082
"Ca_s11__1B"	32100001	32200000	0.00642
"Ca_s11__1B"	32200001	32300000	0.01955
"Ca_s11__1B"	32300001	32400000	0
"Ca_s11__1B"	32400001	32500000	0
"Ca_s11__1B"	32500001	32600000	0
"Ca_s11__1B"	32600001	32700000	0
"Ca_s11__1B"	32700001	32800000	0
"Ca_s11__1B"	32800001	32900000	0.021
"Ca_s11__1B"	32900001	33000000	0.01369
"Ca_s11__1B"	33000001	33100000	0.01107
"Ca_s11__1B"	33100001	33200000	0.00709
"Ca_s11__1B"	33200001	33300000	0
"Ca_s11__1B"	33300001	33400000	0
"Ca_s11__1B"	33400001	33500000	0
"Ca_s11__1B"	33500001	33600000	0
"Ca_s11__1B"	33600001	33700000	0
"Ca_s11__1B"	33700001	33800000	0.00514
"Ca_s11__1B"	33800001	33900000	0.01609
"Ca_s11__1B"	33900001	34000000	0.03702
"Ca_s11__1B"	34000001	34100000	0
"Ca_s11__1B"	34100001	34200000	0.00561
"Ca_s11__1B"	34200001	34300000	0.03885
"Ca_s11__1B"	34300001	34400000	0.00027
"Ca_s11__1B"	34400001	34500000	0.07161
"Ca_s11__1B"	34500001	34600000	0.02638
"Ca_s11__1B"	34600001	34700000	0.04121
"Ca_s11__1B"	34700001	34800000	0.02381
"Ca_s11__1B"	34800001	34900000	0.0032
"Ca_s11__1B"	34900001	35000000	0.02531
"Ca_s11__1B"	35000001	35100000	0.00506
"Ca_s11__1B"	35100001	35200000	0.02196
"Ca_s11__1B"	35200001	35300000	0.04065
"Ca_s11__1B"	35300001	35400000	0.00603
"Ca_s11__1B"	35400001	35500000	0.02063
"Ca_s11__1B"	35500001	35600000	0.01772
"Ca_s11__1B"	35600001	35700000	0.02455
"Ca_s11__1B"	35700001	35800000	0.00755
"Ca_s11__1B"	35800001	35900000	0
"Ca_s11__1B"	35900001	36000000	0
"Ca_s11__1B"	36000001	36100000	0
"Ca_s11__1B"	36100001	36200000	0.00878
"Ca_s11__1B"	36200001	36300000	0.02711
"Ca_s11__1B"	36300001	36400000	0.0489
"Ca_s11__1B"	36400001	36500000	0.01053
"Ca_s11__1B"	36500001	36600000	0.02954
"Ca_s11__1B"	36600001	36700000	0.02797
"Ca_s11__1B"	36700001	36800000	0
"Ca_s11__1B"	36800001	36900000	0.0072
"Ca_s11__1B"	36900001	37000000	0.03252
"Ca_s11__1B"	37000001	37100000	0.00486
"Ca_s11__1B"	37100001	37200000	0.01766
"Ca_s11__1B"	37200001	37300000	0.01436
"Ca_s11__1B"	37300001	37400000	0.05295
"Ca_s11__1B"	37400001	37500000	0
"Ca_s11__1B"	37500001	37600000	0.02888
"Ca_s11__1B"	37600001	37700000	0.00525
"Ca_s11__1B"	37700001	37800000	0.02542
"Ca_s11__1B"	37800001	37900000	0.01637
"Ca_s11__1B"	37900001	38000000	0.01223
"Ca_s11__1B"	38000001	38100000	0.00083
"Ca_s11__1B"	38100001	38200000	0.03151
"Ca_s11__1B"	38200001	38300000	0.04452
"Ca_s11__1B"	38300001	38400000	0.00974
"Ca_s11__1B"	38400001	38500000	0
"Ca_s11__1B"	38500001	38600000	0
"Ca_s11__1B"	38600001	38700000	0
"Ca_s11__1B"	38700001	38800000	0
"Ca_s11__1B"	38800001	38900000	0
"Ca_s11__1B"	38900001	39000000	0
"Ca_s11__1B"	39000001	39100000	0
"Ca_s11__1B"	39100001	39200000	0
"Ca_s11__1B"	39200001	39300000	0
"Ca_s11__1B"	39300001	39400000	0
"Ca_s11__1B"	39400001	39500000	0
"Ca_s11__1B"	39500001	39600000	0
"Ca_s11__1B"	39600001	39700000	0
"Ca_s11__1B"	39700001	39800000	0
"Ca_s11__1B"	39800001	39900000	0
"Ca_s11__1B"	39900001	40000000	0
"Ca_s11__1B"	40000001	40100000	0
"Ca_s11__1B"	40100001	40200000	0
"Ca_s11__1B"	40200001	40300000	0.03605
"Ca_s11__1B"	40300001	40400000	0.05593
"Ca_s11__1B"	40400001	40500000	0.02677
"Ca_s11__1B"	40500001	40600000	0.01405
"Ca_s11__1B"	40600001	40700000	0.00491
"Ca_s11__1B"	40700001	40800000	0
"Ca_s11__1B"	40800001	40900000	0
"Ca_s11__1B"	40900001	41000000	0.00757
"Ca_s11__1B"	41000001	41100000	0
"Ca_s11__1B"	41100001	41200000	0
"Ca_s11__1B"	41200001	41300000	0
"Ca_s11__1B"	41300001	41400000	0.00718
"Ca_s11__1B"	41400001	41500000	0.01914
"Ca_s11__1B"	41500001	41600000	0
"Ca_s11__1B"	41600001	41700000	0.00454
"Ca_s11__1B"	41700001	41800000	0.02051
"Ca_s11__1B"	41800001	41900000	0.0004
"Ca_s11__1B"	41900001	42000000	0.0201
"Ca_s11__1B"	42000001	42100000	0.00449
"Ca_s11__1B"	42100001	42200000	0
"Ca_s11__1B"	42200001	42300000	0
"Ca_s11__1B"	42300001	42400000	0.00306
"Ca_s11__1B"	42400001	42500000	0
"Ca_s11__1B"	42500001	42600000	0.00844
"Ca_s11__1B"	42600001	42700000	0
"Ca_s11__1B"	42700001	42800000	0.02138
"Ca_s11__1B"	42800001	42900000	0
"Ca_s11__1B"	42900001	43000000	0.01177
"Ca_s11__1B"	43000001	43100000	0
"Ca_s11__1B"	43100001	43200000	0.00097
